celltype,state,mark,pathway,NES,pval,padj,size
Astro,Homeostatic,H3K27me3,platelet-derived growth factor receptor signaling pathway (GO:0048008),-1.83,0.000549,0.0674,15
Astro,Homeostatic,H3K27me3,regulation of dendrite development (GO:0050773),-1.797,0.000574,0.0674,38
Astro,Homeostatic,H3K27me3,regulation of mitotic metaphase/anaphase transition (GO:0030071),-1.842,0.000622,0.0674,24
Astro,Homeostatic,H3K27me3,regulation of neuron projection development (GO:0010975),-1.522,0.000601,0.0674,150
Astro,Homeostatic,H3K27me3,regulation of p38MAPK cascade (GO:1900744),-1.801,0.000617,0.0674,35
Astro,Homeostatic,H3K27me3,regulation of postsynaptic membrane potential (GO:0060078),-1.796,0.00058,0.0674,33
Astro,Homeostatic,H3K27me3,cell-cell junction organization (GO:0045216),-1.621,0.000673,0.0696,80
Astro,Homeostatic,H3K27me3,negative regulation of ERK1 and ERK2 cascade (GO:0070373),-1.719,0.000668,0.0696,48
Astro,Homeostatic,H3K27me3,response to amyloid-beta (GO:1904645),-1.723,0.000691,0.0699,44
Astro,Homeostatic,H3K27me3,renal system development (GO:0072001),-1.69,0.000808,0.08,53
Astro,Homeostatic,H3K27me3,smooth muscle cell differentiation (GO:0051145),-1.845,0.000852,0.0825,10
Astro,Homeostatic,H3K27me3,Wnt signaling WP428,-1.579,0.000879,0.0833,107
Astro,Homeostatic,H3K27me3,brain development (GO:0007420),-1.517,0.000969,0.09,136
Astro,Homeostatic,H3K27me3,Mesodermal commitment pathway WP2857,-1.518,0.00104,0.0948,141
Astro,Homeostatic,H3K27me3,embryonic digit morphogenesis (GO:0042733),-1.807,0.00108,0.0959,17
Astro,Homeostatic,H3K27me3,generation of neurons (GO:0048699),-1.444,0.0011,0.0959,193
Astro,Homeostatic,H3K27me3,ventricular septum development (GO:0003281),-1.737,0.00114,0.0976,37
Astro,MT_stress,H3K27me3,Development of ureteric collection system WP5053,1.769,0.000146,0.0451,39
Astro,MT_stress,H3K27me3,TGF-beta Receptor Signaling WP560,1.815,8.21e-05,0.0451,29
Astro,MT_stress,H3K27me3,TGF-beta receptor signaling in skeletal dysplasias WP4816,1.815,8.21e-05,0.0451,29
Astro,MT_stress,H3K27me3,axon guidance (GO:0007411),1.439,0.000171,0.0451,111
Astro,MT_stress,H3K27me3,cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742),1.47,0.000178,0.0451,101
Astro,MT_stress,H3K27me3,kidney development (GO:0001822),1.618,0.000207,0.0451,44
Astro,MT_stress,H3K27me3,positive regulation of BMP signaling pathway (GO:0030513),2.06,3e-05,0.0451,14
Astro,MT_stress,H3K27me3,positive regulation of cytosolic calcium ion concentration (GO:0007204),1.525,0.000192,0.0451,83
Astro,MT_stress,H3K27me3,positive regulation of multicellular organismal process (GO:0051240),1.351,0.000203,0.0451,166
Astro,MT_stress,H3K27me3,positive regulation of transcription by RNA polymerase II (GO:0045944),1.255,0.000108,0.0451,380
Astro,MT_stress,H3K27me3,"positive regulation of transcription, DNA-templated (GO:0045893)",1.219,0.000144,0.0451,496
Astro,MT_stress,H3K27me3,renal system development (GO:0072001),1.736,0.000115,0.0451,37
Astro,MT_stress,H3K27me3,Mesodermal commitment pathway WP2857,1.482,0.000371,0.0745,78
Astro,MT_stress,H3K27me3,phospholipase C-activating G protein-coupled receptor signaling pathway (GO:0007200),1.599,0.000499,0.093,48
Astro,Reactive,H3K27ac,UV Response Dn,1.79,1.95e-07,3e-04,138
Astro,Reactive,H3K27ac,axonogenesis (GO:0007409),1.623,1.25e-07,3e-04,238
Astro,Reactive,H3K27ac,positive regulation of nucleic acid-templated transcription (GO:1903508),1.474,9.18e-08,3e-04,489
Astro,Reactive,H3K27ac,protein phosphorylation (GO:0006468),1.468,2.39e-07,3e-04,475
Astro,Reactive,H3K27ac,TNF-alpha Signaling via NF-kB,1.627,8.64e-07,7e-04,189
Astro,Reactive,H3K27ac,regulation of cell migration (GO:0030334),1.483,9.16e-07,7e-04,383
Astro,Reactive,H3K27ac,phosphorylation (GO:0016310),1.482,1.55e-06,0.001,378
Astro,Reactive,H3K27ac,positive regulation of protein metabolic process (GO:0051247),1.775,1.77e-06,0.001,105
Astro,Reactive,H3K27ac,Calcium signaling pathway,1.544,2.42e-06,0.0012,236
Astro,Reactive,H3K27ac,positive regulation of protein catabolic process (GO:0045732),1.844,3.35e-06,0.0015,78
Astro,Reactive,H3K27ac,Hippo signaling pathway,1.64,3.77e-06,0.0016,158
Astro,Reactive,H3K27ac,Androgen Response,1.779,5.15e-06,0.0017,95
Astro,Reactive,H3K27ac,Axon guidance,1.603,5.22e-06,0.0017,181
Astro,Reactive,H3K27ac,neuron projection morphogenesis (GO:0048812),1.689,4.94e-06,0.0017,134
Astro,Reactive,H3K27ac,Dopaminergic synapse,1.687,6.88e-06,0.0018,129
Astro,Reactive,H3K27ac,Hedgehog Signaling,2.037,7.07e-06,0.0018,36
Astro,Reactive,H3K27ac,regulation of cell-matrix adhesion (GO:0001952),1.886,6.47e-06,0.0018,60
Astro,Reactive,H3K27ac,regulation of dendrite development (GO:0050773),2.033,6.85e-06,0.0018,38
Astro,Reactive,H3K27ac,Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,1.47,7.71e-06,0.0019,290
Astro,Reactive,H3K27ac,axon guidance (GO:0007411),1.58,8.27e-06,0.0019,201
Astro,Reactive,H3K27ac,positive regulation of catabolic process (GO:0009896),1.866,9.39e-06,0.0021,57
Astro,Reactive,H3K27ac,positive regulation of cell differentiation (GO:0045597),1.524,1.01e-05,0.0021,249
Astro,Reactive,H3K27ac,circulatory system development (GO:0072359),1.655,1.1e-05,0.0022,120
Astro,Reactive,H3K27ac,Adherens junction,1.87,1.23e-05,0.0023,70
Astro,Reactive,H3K27ac,cGMP-PKG signaling pathway,1.607,1.19e-05,0.0023,159
Astro,Reactive,H3K27ac,PI3K-Akt signaling pathway,1.447,1.3e-05,0.0023,337
Astro,Reactive,H3K27ac,regulation of protein catabolic process (GO:0042176),1.738,1.4e-05,0.0024,92
Astro,Reactive,H3K27ac,Endoderm differentiation WP2853,1.647,1.61e-05,0.0026,139
Astro,Reactive,H3K27ac,transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169),1.42,1.61e-05,0.0026,393
Astro,Reactive,H3K27ac,positive regulation of multicellular organismal process (GO:0051240),1.445,1.88e-05,0.0029,325
Astro,Reactive,H3K27ac,peptidyl-threonine modification (GO:0018210),1.818,2.22e-05,0.0033,66
Astro,Reactive,H3K27ac,Rap1 signaling pathway,1.548,2.47e-05,0.0036,201
Astro,Reactive,H3K27ac,neuron migration (GO:0001764),1.889,2.73e-05,0.0038,48
Astro,Reactive,H3K27ac,negative regulation of nucleic acid-templated transcription (GO:1903507),1.387,2.95e-05,0.004,438
Astro,Reactive,H3K27ac,regulation of anatomical structure morphogenesis (GO:0022603),1.647,3.34e-05,0.0044,116
Astro,Reactive,H3K27ac,Thyroid hormone signaling pathway,1.625,3.45e-05,0.0044,118
Astro,Reactive,H3K27ac,Focal adhesion,1.535,5.25e-05,0.0065,197
Astro,Reactive,H3K27ac,Splicing factor NOVA regulated synaptic proteins WP4148,1.878,5.55e-05,0.0066,40
Astro,Reactive,H3K27ac,cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742),1.544,5.42e-05,0.0066,147
Astro,Reactive,H3K27ac,positive regulation of epithelial cell migration (GO:0010634),1.674,6.71e-05,0.0077,89
Astro,Reactive,H3K27ac,generation of neurons (GO:0048699),1.531,7.05e-05,0.0079,197
Astro,Reactive,H3K27ac,regulation of cell adhesion (GO:0030155),1.58,7.28e-05,0.008,127
Astro,Reactive,H3K27ac,Chromosomal and microsatellite instability in colorectal cancer  WP4216,1.733,7.62e-05,0.0081,72
Astro,Reactive,H3K27ac,regulation of neuron projection development (GO:0010975),1.519,7.73e-05,0.0081,157
Astro,Reactive,H3K27ac,Neural Crest Differentiation WP2064,1.636,8.52e-05,0.0087,99
Astro,Reactive,H3K27ac,Glycosaminoglycan biosynthesis,1.802,9.1e-05,0.0091,52
Astro,Reactive,H3K27ac,Osteoblast differentiation WP4787,1.582,9.53e-05,0.0094,118
Astro,Reactive,H3K27ac,Brain-derived neurotrophic factor (BDNF) signaling pathway WP2380,1.584,9.87e-05,0.0094,143
Astro,Reactive,H3K27ac,PI3K-Akt signaling pathway WP4172,1.398,9.98e-05,0.0094,325
Astro,Reactive,H3K27ac,Glycogen Synthesis and Degradation WP500,1.887,0.000105,0.0097,38
Astro,Reactive,H3K27ac,Focal Adhesion WP306,1.483,0.000112,0.0102,194
Astro,Reactive,H3K27ac,Notch Signaling Pathway Netpath WP61,1.726,0.000117,0.0104,60
Astro,Reactive,H3K27ac,Gastrin signaling pathway WP4659,1.6,0.000121,0.0106,112
Astro,Reactive,H3K27ac,Hypoxia,1.492,0.00013,0.0111,185
Astro,Reactive,H3K27ac,heart development (GO:0007507),1.535,0.000135,0.0111,156
Astro,Reactive,H3K27ac,positive regulation of cell adhesion (GO:0045785),1.684,0.000135,0.0111,73
Astro,Reactive,H3K27ac,regulation of signal transduction (GO:0009966),1.483,0.000144,0.0117,189
Astro,Reactive,H3K27ac,Wnt signaling pathway,1.51,0.000151,0.012,162
Astro,Reactive,H3K27ac,cellular response to growth factor stimulus (GO:0071363),1.519,0.000162,0.0125,150
Astro,Reactive,H3K27ac,positive regulation of metabolic process (GO:0009893),1.589,0.00016,0.0125,108
Astro,Reactive,H3K27ac,cellular response to transforming growth factor beta stimulus (GO:0071560),1.586,0.000183,0.0138,111
Astro,Reactive,H3K27ac,Oxytocin signaling pathway,1.513,0.000201,0.0146,149
Astro,Reactive,H3K27ac,VEGFA-VEGFR2 Signaling Pathway WP3888,1.339,0.000203,0.0146,419
Astro,Reactive,H3K27ac,fat cell differentiation (GO:0045444),1.748,0.000203,0.0146,56
Astro,Reactive,H3K27ac,glycogen metabolic process (GO:0005977),1.913,0.000207,0.0147,26
Astro,Reactive,H3K27ac,Mesodermal commitment pathway WP2857,1.553,0.000217,0.0149,143
Astro,Reactive,H3K27ac,establishment or maintenance of epithelial cell apical/basal polarity (GO:0045197),1.879,0.000215,0.0149,30
Astro,Reactive,H3K27ac,Heart Development WP1591,1.811,0.000236,0.0153,43
Astro,Reactive,H3K27ac,Integrated breast cancer pathway WP1984,1.498,0.000235,0.0153,147
Astro,Reactive,H3K27ac,positive regulation of signal transduction (GO:0009967),1.399,0.000235,0.0153,238
Astro,Reactive,H3K27ac,regulation of MAPK cascade (GO:0043408),1.511,0.000228,0.0153,159
Astro,Reactive,H3K27ac,negative regulation of potassium ion transport (GO:0043267),2.04,0.000249,0.0159,13
Astro,Reactive,H3K27ac,Fc-gamma receptor signaling pathway involved in phagocytosis (GO:0038096),1.68,0.000271,0.0169,66
Astro,Reactive,H3K27ac,positive regulation of cold-induced thermogenesis (GO:0120162),1.584,0.000271,0.0169,94
Astro,Reactive,H3K27ac,regulation of cell motility (GO:2000145),1.523,0.000298,0.0184,123
Astro,Reactive,H3K27ac,peptidyl-threonine phosphorylation (GO:0018107),1.736,0.000321,0.0195,59
Astro,Reactive,H3K27ac,regulation of mesenchymal cell proliferation (GO:0010464),2.006,0.000324,0.0195,11
Astro,Reactive,H3K27ac,negative regulation of signal transduction (GO:0009968),1.399,0.00033,0.0196,250
Astro,Reactive,H3K27ac,positive regulation of cell migration (GO:0030335),1.398,0.000344,0.0201,250
Astro,Reactive,H3K27ac,neuron differentiation (GO:0030182),1.472,0.000349,0.0201,171
Astro,Reactive,H3K27ac,Ectoderm Differentiation WP2858,1.524,0.000371,0.0207,134
Astro,Reactive,H3K27ac,Fc-gamma receptor signaling pathway (GO:0038094),1.667,0.000372,0.0207,67
Astro,Reactive,H3K27ac,negative regulation of response to stimulus (GO:0048585),1.664,0.000372,0.0207,57
Astro,Reactive,H3K27ac,regulation of sodium ion transmembrane transporter activity (GO:2000649),1.777,0.000378,0.0208,40
Astro,Reactive,H3K27ac,positive regulation of cellular catabolic process (GO:0031331),1.523,0.00039,0.0212,131
Astro,Reactive,H3K27ac,Fc receptor mediated stimulatory signaling pathway (GO:0002431),1.69,0.000408,0.0212,69
Astro,Reactive,H3K27ac,Mitochondrial Gene Expression WP391,1.916,0.000397,0.0212,19
Astro,Reactive,H3K27ac,Proteoglycans in cancer,1.439,0.000408,0.0212,199
Astro,Reactive,H3K27ac,Regulation of actin cytoskeleton,1.429,0.000417,0.0212,211
Astro,Reactive,H3K27ac,Wnt-beta Catenin Signaling,1.785,0.000419,0.0212,42
Astro,Reactive,H3K27ac,cellular response to oxidative stress (GO:0034599),1.523,0.000417,0.0212,120
Astro,Reactive,H3K27ac,MicroRNAs in cardiomyocyte hypertrophy WP1544,1.562,0.000458,0.0228,82
Astro,Reactive,H3K27ac,Prolactin Signaling Pathway WP2037,1.615,0.000472,0.0228,75
Astro,Reactive,H3K27ac,Vitamin D-sensitive calcium signaling in depression WP4698,1.782,0.000465,0.0228,39
Astro,Reactive,H3K27ac,negative regulation of ion transmembrane transporter activity (GO:0032413),1.919,0.000475,0.0228,20
Astro,Reactive,H3K27ac,regulation of protein kinase B signaling (GO:0051896),1.434,0.000463,0.0228,199
Astro,Reactive,H3K27ac,regulation of fatty acid oxidation (GO:0046320),1.91,5e-04,0.0238,16
Astro,Reactive,H3K27ac,cell junction assembly (GO:0034329),1.57,0.000517,0.0244,90
Astro,Reactive,H3K27ac,CAMKK2  Pathway WP4874,1.833,0.000559,0.0252,34
Astro,Reactive,H3K27ac,ESC Pluripotency Pathways WP3931,1.503,0.000554,0.0252,115
Astro,Reactive,H3K27ac,Pathways Regulating Hippo Signaling WP4540,1.576,0.000563,0.0252,96
Astro,Reactive,H3K27ac,Regulation of Actin Cytoskeleton WP51,1.472,0.000572,0.0252,148
Astro,Reactive,H3K27ac,positive regulation of epithelial cell proliferation (GO:0050679),1.499,0.000572,0.0252,117
Astro,Reactive,H3K27ac,regulation of axonogenesis (GO:0050770),1.703,0.000565,0.0252,50
Astro,Reactive,H3K27ac,regulation of endothelial cell migration (GO:0010594),1.619,0.000572,0.0252,85
Astro,Reactive,H3K27ac,epithelial tube morphogenesis (GO:0060562),1.822,0.000633,0.0273,34
Astro,Reactive,H3K27ac,glutamate receptor signaling pathway (GO:0007215),1.802,0.000632,0.0273,37
Astro,Reactive,H3K27ac,Myometrial relaxation and contraction pathways WP289,1.462,0.000655,0.0278,153
Astro,Reactive,H3K27ac,T-Cell Receptor and Co-stimulatory Signaling WP2583,1.829,0.000655,0.0278,29
Astro,Reactive,H3K27ac,actin cytoskeleton reorganization (GO:0031532),1.68,0.000674,0.0283,61
Astro,Reactive,H3K27ac,Adipogenesis WP236,1.536,0.000728,0.0289,124
Astro,Reactive,H3K27ac,Calcium Regulation in the Cardiac Cell WP536,1.463,0.00071,0.0289,148
Astro,Reactive,H3K27ac,Pathways in clear cell renal cell carcinoma WP4018,1.561,0.000719,0.0289,78
Astro,Reactive,H3K27ac,cellular response to ketone (GO:1901655),1.77,0.000732,0.0289,38
Astro,Reactive,H3K27ac,lamellipodium assembly (GO:0030032),1.827,0.000724,0.0289,26
Astro,Reactive,H3K27ac,positive regulation of developmental process (GO:0051094),1.446,0.00071,0.0289,164
Astro,Reactive,H3K27ac,regulation of canonical Wnt signaling pathway (GO:0060828),1.379,0.000728,0.0289,245
Astro,Reactive,H3K27ac,AMPK signaling pathway,1.517,0.000756,0.0295,114
Astro,Reactive,H3K27ac,ventricular septum development (GO:0003281),1.768,0.00076,0.0295,38
Astro,Reactive,H3K27ac,axon development (GO:0061564),1.59,0.000774,0.0298,79
Astro,Reactive,H3K27ac,regulation of JNK cascade (GO:0046328),1.517,0.000783,0.0299,101
Astro,Reactive,H3K27ac,Aldosterone synthesis and secretion,1.559,0.000792,0.03,96
Astro,Reactive,H3K27ac,regulation of cardiac muscle contraction (GO:0055117),1.784,0.000799,0.03,35
Astro,Reactive,H3K27ac,negative regulation of cell population proliferation (GO:0008285),1.307,0.000811,0.0302,359
Astro,Reactive,H3K27ac,outflow tract septum morphogenesis (GO:0003148),1.851,0.000819,0.0302,25
Astro,Reactive,H3K27ac,regulation of cell-cell adhesion (GO:0022407),1.74,0.000823,0.0302,41
Astro,Reactive,H3K27ac,negative regulation of cell-substrate adhesion (GO:0010812),1.757,0.000843,0.0306,38
Astro,Reactive,H3K27ac,vascular endothelial growth factor receptor signaling pathway (GO:0048010),1.673,0.000884,0.0319,64
Astro,Reactive,H3K27ac,cell morphogenesis involved in neuron differentiation (GO:0048667),1.588,0.000893,0.032,75
Astro,Reactive,H3K27ac,enzyme linked receptor protein signaling pathway (GO:0007167),1.489,0.000902,0.032,138
Astro,Reactive,H3K27ac,lamellipodium organization (GO:0097581),1.788,0.000943,0.0328,29
Astro,Reactive,H3K27ac,regulation of osteoblast differentiation (GO:0045667),1.578,0.00093,0.0328,79
Astro,Reactive,H3K27ac,regulation of receptor internalization (GO:0002090),1.753,0.000937,0.0328,36
Astro,Reactive,H3K27ac,Transcription factor regulation in adipogenesis WP3599,1.867,0.001,0.0342,21
Astro,Reactive,H3K27ac,cellular biogenic amine catabolic process (GO:0042402),1.882,0.001,0.0342,10
Astro,Reactive,H3K27ac,Endometrial cancer WP4155,1.637,0.00104,0.0353,63
Astro,Reactive,H3K27ac,Mammalian disorder of sexual development WP4842,1.821,0.00111,0.0373,22
Astro,Reactive,H3K27ac,nervous system development (GO:0007399),1.29,0.00111,0.0373,415
Astro,Reactive,H3K27ac,Notch signaling pathway (GO:0007219),1.633,0.00113,0.0374,58
Astro,Reactive,H3K27ac,Oncostatin M Signaling Pathway WP2374,1.625,0.00113,0.0374,65
Astro,Reactive,H3K27ac,positive regulation of macromolecule metabolic process (GO:0010604),1.306,0.00119,0.0386,361
Astro,Reactive,H3K27ac,synapse organization (GO:0050808),1.48,0.00119,0.0386,116
Astro,Reactive,H3K27ac,regulation of Wnt signaling pathway (GO:0030111),1.492,0.00122,0.0395,110
Astro,Reactive,H3K27ac,Human papillomavirus infection,1.31,0.00128,0.0402,319
Astro,Reactive,H3K27ac,Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways WP706,1.452,0.00128,0.0402,152
Astro,Reactive,H3K27ac,negative regulation of cell migration (GO:0030336),1.45,0.00128,0.0402,137
Astro,Reactive,H3K27ac,regulation of hydrolase activity (GO:0051336),1.566,0.00128,0.0402,71
Astro,Reactive,H3K27ac,Proteoglycan biosynthesis WP4784,1.844,0.00136,0.0425,18
Astro,Reactive,H3K27ac,positive regulation of epithelial to mesenchymal transition (GO:0010718),1.708,0.0014,0.0432,42
Astro,Reactive,H3K27ac,regulation of cardiac muscle hypertrophy (GO:0010611),1.812,0.00144,0.0444,24
Astro,Reactive,H3K27ac,cAMP signaling pathway,1.369,0.00154,0.047,208
Astro,Reactive,H3K27ac,regulation of anoikis (GO:2000209),1.832,0.00167,0.0507,18
Astro,Reactive,H3K27ac,regulation of protein phosphorylation (GO:0001932),1.343,0.0017,0.0513,253
Astro,Reactive,H3K27ac,response to chemokine (GO:1990868),1.906,0.00174,0.0522,12
Astro,Reactive,H3K27ac,Adrenergic signaling in cardiomyocytes,1.433,0.0019,0.0525,146
Astro,Reactive,H3K27ac,Colorectal cancer,1.52,0.0019,0.0525,85
Astro,Reactive,H3K27ac,Thyroid stimulating hormone (TSH) signaling pathway WP2032,1.57,0.0019,0.0525,64
Astro,Reactive,H3K27ac,gonad development (GO:0008406),1.671,0.0018,0.0525,47
Astro,Reactive,H3K27ac,hippo signaling (GO:0035329),1.785,0.00187,0.0525,25
Astro,Reactive,H3K27ac,negative regulation of anoikis (GO:2000811),1.908,0.00184,0.0525,14
Astro,Reactive,H3K27ac,positive regulation of cell population proliferation (GO:0008284),1.275,0.0019,0.0525,455
Astro,Reactive,H3K27ac,positive regulation of protein kinase B signaling (GO:0051897),1.429,0.0019,0.0525,155
Astro,Reactive,H3K27ac,positive regulation of transcription of Notch receptor target (GO:0007221),1.815,0.0019,0.0525,17
Astro,Reactive,H3K27ac,regulation of angiogenesis (GO:0045765),1.398,0.0018,0.0525,189
Astro,Reactive,H3K27ac,regulation of cell-substrate junction assembly (GO:0090109),1.803,0.00187,0.0525,20
Astro,Reactive,H3K27ac,secondary palate development (GO:0062009),1.857,0.00182,0.0525,14
Astro,Reactive,H3K27ac,ventricular septum morphogenesis (GO:0060412),1.784,0.00183,0.0525,28
Astro,Reactive,H3K27ac,beta-catenin-TCF complex assembly (GO:1904837),1.76,0.00193,0.053,29
Astro,Reactive,H3K27ac,Myogenesis,1.38,0.002,0.0539,192
Astro,Reactive,H3K27ac,neuron development (GO:0048666),1.444,0.002,0.0539,138
Astro,Reactive,H3K27ac,positive regulation of DNA-binding transcription factor activity (GO:0051091),1.352,0.00198,0.0539,237
Astro,Reactive,H3K27ac,positive regulation of cell-cell adhesion (GO:0022409),1.69,0.00201,0.0539,42
Astro,Reactive,H3K27ac,"Parathyroid hormone synthesis, secretion and action",1.491,0.0021,0.0554,103
Astro,Reactive,H3K27ac,negative regulation of apoptotic signaling pathway (GO:2001234),1.563,0.0021,0.0554,69
Astro,Reactive,H3K27ac,organelle organization (GO:0006996),1.285,0.0021,0.0554,381
Astro,Reactive,H3K27ac,glycosaminoglycan biosynthetic process (GO:0006024),1.519,0.00213,0.0555,95
Astro,Reactive,H3K27ac,membrane fusion (GO:0061025),1.737,0.00212,0.0555,33
Astro,Reactive,H3K27ac,modulation of chemical synaptic transmission (GO:0050804),1.471,0.0022,0.0562,106
Astro,Reactive,H3K27ac,positive regulation of apoptotic process (GO:0043065),1.311,0.0022,0.0562,294
Astro,Reactive,H3K27ac,regulation of cell communication by electrical coupling (GO:0010649),1.884,0.0022,0.0562,12
Astro,Reactive,H3K27ac,regulation of intracellular signal transduction (GO:1902531),1.276,0.0022,0.0562,416
Astro,Reactive,H3K27ac,negative regulation of androgen receptor signaling pathway (GO:0060766),1.829,0.00225,0.057,14
Astro,Reactive,H3K27ac,The Overlap Between Signal Transduction Pathways that Contribute to a Range of LMNA Laminopathies WP4879,1.606,0.0023,0.0571,55
Astro,Reactive,H3K27ac,glycerophospholipid biosynthetic process (GO:0046474),1.397,0.0023,0.0571,172
Astro,Reactive,H3K27ac,positive regulation of cell projection organization (GO:0031346),1.455,0.0023,0.0571,113
Astro,Reactive,H3K27ac,positive regulation of phosphatidylinositol 3-kinase signaling (GO:0014068),1.537,0.0023,0.0571,74
Astro,Reactive,H3K27ac,Prion disease pathway WP3995,1.726,0.00233,0.0574,32
Astro,Reactive,H3K27ac,Transcriptional misregulation in cancer,1.4,0.0024,0.0586,163
Astro,Reactive,H3K27ac,positive regulation of programmed cell death (GO:0043068),1.315,0.0024,0.0586,273
Astro,Reactive,H3K27ac,regulation of membrane depolarization (GO:0003254),1.79,0.00241,0.0586,18
Astro,Reactive,H3K27ac,Adipogenesis,1.379,0.0025,0.0589,186
Astro,Reactive,H3K27ac,Epithelial Mesenchymal Transition,1.368,0.0025,0.0589,194
Astro,Reactive,H3K27ac,HIF-1 signaling pathway,1.487,0.0025,0.0589,101
Astro,Reactive,H3K27ac,cellular polysaccharide catabolic process (GO:0044247),1.816,0.00244,0.0589,16
Astro,Reactive,H3K27ac,regulation of NIK/NF-kappaB signaling (GO:1901222),1.585,0.0025,0.0589,69
Astro,Reactive,H3K27ac,regulation of type B pancreatic cell development (GO:2000074),1.853,0.00247,0.0589,10
Astro,Reactive,H3K27ac,Rac protein signal transduction (GO:0016601),1.784,0.00252,0.059,18
Astro,Reactive,H3K27ac,positive regulation of cell motility (GO:2000147),1.354,0.0026,0.0603,205
Astro,Reactive,H3K27ac,regulation of pri-miRNA transcription by RNA polymerase II (GO:1902893),1.667,0.00261,0.0603,43
Astro,Reactive,H3K27ac,sulfur compound biosynthetic process (GO:0044272),1.462,0.0026,0.0603,107
Astro,Reactive,H3K27ac,regulation of striated muscle contraction (GO:0006942),1.734,0.00264,0.0606,29
Astro,Reactive,H3K27ac,Energy Metabolism WP1541,1.661,0.00271,0.0613,44
Astro,Reactive,H3K27ac,Glucagon signaling pathway,1.487,0.0027,0.0613,99
Astro,Reactive,H3K27ac,ephrin receptor signaling pathway (GO:0048013),1.507,0.0027,0.0613,81
Astro,Reactive,H3K27ac,positive regulation of axonogenesis (GO:0050772),1.663,0.00281,0.0633,42
Astro,Reactive,H3K27ac,cellular response to interleukin-6 (GO:0071354),1.707,0.00285,0.0638,28
Astro,Reactive,H3K27ac,Renin-angiotensin-aldosterone system (RAAS) WP4756,1.652,0.00291,0.0649,41
Astro,Reactive,H3K27ac,regulation of potassium ion transport (GO:0043266),1.712,0.00294,0.0652,31
Astro,Reactive,H3K27ac,Omega-9 FA synthesis WP4724,1.786,0.003,0.0662,14
Astro,Reactive,H3K27ac,detection of calcium ion (GO:0005513),1.796,0.00306,0.0673,12
Astro,Reactive,H3K27ac,EGFR Tyrosine Kinase Inhibitor Resistance WP4806,1.497,0.0031,0.0678,83
Astro,Reactive,H3K27ac,Thyroid cancer,1.68,0.00312,0.068,37
Astro,Reactive,H3K27ac,Insulin secretion,1.494,0.0032,0.0683,83
Astro,Reactive,H3K27ac,Phosphodiesterases in neuronal function WP4222,1.612,0.00321,0.0683,49
Astro,Reactive,H3K27ac,fatty acid catabolic process (GO:0009062),1.538,0.0032,0.0683,67
Astro,Reactive,H3K27ac,monocarboxylic acid catabolic process (GO:0072329),1.721,0.00316,0.0683,27
Astro,Reactive,H3K27ac,regulation of phosphatidylinositol 3-kinase signaling (GO:0014066),1.472,0.0032,0.0683,101
Astro,Reactive,H3K27ac,neuron projection development (GO:0031175),1.388,0.0033,0.0696,163
Astro,Reactive,H3K27ac,transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178),1.408,0.0033,0.0696,128
Astro,Reactive,H3K27ac,negative regulation of sodium ion transmembrane transporter activity (GO:2000650),1.803,0.00336,0.0706,10
Astro,Reactive,H3K27ac,Photodynamic therapy-induced HIF-1 survival signaling WP3614,1.659,0.00343,0.0713,36
Astro,Reactive,H3K27ac,vesicle cytoskeletal trafficking (GO:0099518),1.657,0.00343,0.0713,36
Astro,Reactive,H3K27ac,negative regulation of potassium ion transmembrane transport (GO:1901380),1.824,0.00353,0.0731,11
Astro,Reactive,H3K27ac,Endochondral Ossification WP474,1.538,0.0036,0.0739,63
Astro,Reactive,H3K27ac,Endochondral Ossification with Skeletal Dysplasias WP4808,1.538,0.0036,0.0739,63
Astro,Reactive,H3K27ac,regulation of DNA biosynthetic process (GO:2000278),1.706,0.00367,0.0749,27
Astro,Reactive,H3K27ac,cell-substrate junction assembly (GO:0007044),1.676,0.00374,0.0761,33
Astro,Reactive,H3K27ac,cellular response to organic cyclic compound (GO:0071407),1.394,0.0038,0.0762,142
Astro,Reactive,H3K27ac,positive regulation of DNA metabolic process (GO:0051054),1.567,0.0038,0.0762,56
Astro,Reactive,H3K27ac,regulation of calcium ion transport (GO:0051924),1.609,0.00381,0.0762,48
Astro,Reactive,H3K27ac,regulation of keratinocyte proliferation (GO:0010837),1.739,0.0038,0.0762,23
Astro,Reactive,H3K27ac,Circadian entrainment,1.466,0.0039,0.0776,94
Astro,Reactive,H3K27ac,positive regulation of kinase activity (GO:0033674),1.43,0.004,0.0787,110
Astro,Reactive,H3K27ac,positive regulation of mRNA metabolic process (GO:1903313),1.78,0.004,0.0787,13
Astro,Reactive,H3K27ac,regulation of potassium ion transmembrane transport (GO:1901379),1.575,0.004,0.0787,54
Astro,Reactive,H3K27ac,Asthma,-1.797,0.00408,0.0797,24
Astro,Reactive,H3K27ac,negative regulation of DNA-binding transcription factor activity (GO:0043433),1.406,0.0041,0.0799,133
Astro,Reactive,H3K27ac,Arrhythmogenic Right Ventricular Cardiomyopathy WP2118,1.502,0.0042,0.0803,73
